Year,GameType,Week,Date,Day,WinnerRank,Winner,Winnerwas,PtsW,HomeAway,LoserRank,Loser,Loserwas,PtsL,Notes
2012,Regular Season,10,November 3 2012,Saturday,14,Oklahoma,Away,35,@,,Iowa State,Home,20,
2012,Regular Season,10,November 3 2012,Saturday,2,Oregon,Away,62,@,18,Southern California,Home,51,
2012,Regular Season,10,November 3 2012,Saturday,13,Oregon State,Home,36,,,Arizona State,Away,26,
2012,Regular Season,10,November 3 2012,Saturday,,Penn State,Away,34,@,,Purdue,Home,9,
2012,Regular Season,10,November 3 2012,Saturday,,Rice,Away,49,@,,Tulane,Home,47,
2012,Regular Season,10,November 3 2012,Saturday,,San Diego State,Away,21,@,19,Boise State,Home,19,
2012,Regular Season,10,November 3 2012,Saturday,,San Jose State,Away,42,@,,Idaho,Home,13,
2012,Regular Season,10,November 3 2012,Saturday,,South Florida,Home,13,,,UConn,Away,6,
2012,Regular Season,10,November 3 2012,Saturday,15,Stanford,Away,48,@,,Colorado,Home,0,
2012,Regular Season,10,November 3 2012,Saturday,,Tennessee,Home,55,,,Troy,Away,48,
2012,Regular Season,10,November 3 2012,Saturday,,Texas,Away,31,@,20,Texas Tech,Home,22,
2012,Regular Season,10,November 3 2012,Saturday,16,Texas A&M,Away,38,@,17,Mississippi State,Home,13,
2012,Regular Season,10,November 3 2012,Saturday,,Texas Christian,Away,39,@,23,West Virginia,Home,38,
2012,Regular Season,10,November 3 2012,Saturday,25,UCLA,Home,66,,24,Arizona,Away,10,
2012,Regular Season,10,November 3 2012,Saturday,,Utah,Home,49,,,Washington State,Away,6,
2012,Regular Season,10,November 3 2012,Saturday,,Utah State,Home,38,,,Texas State,Away,7,
2012,Regular Season,10,November 3 2012,Saturday,,Vanderbilt,Away,40,@,,Kentucky,Home,0,
2012,Regular Season,10,November 3 2012,Saturday,,Virginia,Away,33,@,,North Carolina State,Home,6,
2012,Regular Season,10,November 3 2012,Saturday,,Wake Forest,Home,28,,,Boston College,Away,14,
2012,Regular Season,10,November 3 2012,Saturday,,Western Michigan,Away,42,@,,Central Michigan,Home,31,
2012,Regular Season,10,November 3 2012,Saturday,,Wyoming,Home,45,,,Colorado State,Away,31,
2012,Regular Season,11,November 6 2012,Tuesday,,Ball State,Away,34,@,23,Toledo,Home,27,
2012,Regular Season,11,November 7 2012,Wednesday,,Bowling Green State,Away,26,@,,Ohio,Home,14,
2012,Regular Season,11,November 8 2012,Thursday,,Arkansas State,Home,45,,,Louisiana-Monroe,Away,23,
2012,Regular Season,11,November 8 2012,Thursday,8,Florida State,Away,28,@,,Virginia Tech,Home,22,
2012,Regular Season,11,November 9 2012,Friday,,UConn,Home,24,,,Pittsburgh,Away,17,
2012,Regular Season,11,November 10 2012,Saturday,,Alabama-Birmingham,Home,38,,,Marshall,Away,31,
2012,Regular Season,11,November 10 2012,Saturday,,Arizona,Home,56,,,Colorado,Away,31,
2012,Regular Season,11,November 10 2012,Saturday,,Boise State,Away,49,@,,Hawaii,Home,14,
2012,Regular Season,11,November 10 2012,Saturday,,Brigham Young,Home,52,,,Idaho,Away,13,
2012,Regular Season,11,November 10 2012,Saturday,,Buffalo,Home,29,,,Western Michigan,Away,24,
2012,Regular Season,11,November 10 2012,Saturday,,UCF,Away,31,@,,UTEP,Home,24,
2012,Regular Season,11,November 10 2012,Saturday,,Central Michigan,Away,34,@,,Eastern Michigan,Home,31,
2012,Regular Season,11,November 10 2012,Saturday,,Cincinnati,Away,34,@,,Temple,Home,10,
2012,Regular Season,11,November 10 2012,Saturday,10,Clemson,Home,45,,,Maryland,Away,10,
2012,Regular Season,11,November 10 2012,Saturday,,Colorado State,Home,33,,,UNLV,Away,11,
2012,Regular Season,11,November 10 2012,Saturday,7,Florida,Home,27,,,Louisiana,Away,20,
2012,Regular Season,11,November 10 2012,Saturday,,Florida Atlantic,Away,37,@,,Western Kentucky,Home,28,
2012,Regular Season,11,November 10 2012,Saturday,,Fresno State,Away,52,@,,Nevada,Home,36,
2012,Regular Season,11,November 10 2012,Saturday,5,Georgia,Away,38,@,,Auburn,Home,0,
2012,Regular Season,11,November 10 2012,Saturday,,Georgia Tech,Away,68,@,,North Carolina,Home,50,
2012,Regular Season,11,November 10 2012,Saturday,3,Kansas State,Away,23,@,,Texas Christian,Home,10,
2012,Regular Season,11,November 10 2012,Saturday,,Kent State,Away,48,@,,Miami (OH),Home,32,
2012,Regular Season,11,November 10 2012,Saturday,9,LSU,Home,37,,22,Mississippi State,Away,17,
2012,Regular Season,11,November 10 2012,Saturday,19,Louisiana Tech,Away,62,@,,Texas State,Home,55,
2012,Regular Season,11,November 10 2012,Saturday,,UMass,Away,22,@,,Akron,Home,14,
2012,Regular Season,11,November 10 2012,Saturday,,Memphis,Home,37,,,Tulane,Away,23,
2012,Regular Season,11,November 10 2012,Saturday,,Michigan,Home,38,,,Northwestern,Away,31,
2012,Regular Season,11,November 10 2012,Saturday,,Minnesota,Away,17,@,,Illinois,Home,3,
2012,Regular Season,11,November 10 2012,Saturday,,Missouri,Away,51,@,,Tennessee,Home,48,
2012,Regular Season,11,November 10 2012,Saturday,18,Nebraska,Home,32,,,Penn State,Away,23,
2012,Regular Season,11,November 10 2012,Saturday,,North Carolina State,Home,37,,,Wake Forest,Away,6,
2012,Regular Season,11,November 10 2012,Saturday,,North Texas,Home,24,,,South Alabama,Away,14,
2012,Regular Season,11,November 10 2012,Saturday,4,Notre Dame,Away,21,@,,Boston College,Home,6,
2012,Regular Season,11,November 10 2012,Saturday,14,Oklahoma,Home,42,,,Baylor,Away,34,
2012,Regular Season,11,November 10 2012,Saturday,,Oklahoma State,Home,55,,,West Virginia,Away,34,
2012,Regular Season,11,November 10 2012,Saturday,2,Oregon,Away,59,@,,California,Home,17,
2012,Regular Season,11,November 10 2012,Saturday,,Purdue,Away,27,@,,Iowa,Home,24,
2012,Regular Season,11,November 10 2012,Saturday,24,Rutgers,Home,28,,,Army,Away,7,
2012,Regular Season,11,November 10 2012,Saturday,,San Diego State,Home,28,,,Air Force,Away,9,
2012,Regular Season,11,November 10 2012,Saturday,,San Jose State,Away,47,@,,New Mexico State,Home,7,
2012,Regular Season,11,November 10 2012,Saturday,12,South Carolina,Home,38,,,Arkansas,Away,20,
2012,Regular Season,11,November 10 2012,Saturday,21,Southern California,Home,38,,,Arizona State,Away,17,
2012,Regular Season,11,November 10 2012,Saturday,,Southern Methodist,Home,34,,,Southern Mississippi,Away,6,
2012,Regular Season,11,November 10 2012,Saturday,16,Stanford,Home,27,,13,Oregon State,Away,23,
2012,Regular Season,11,November 10 2012,Saturday,,Syracuse,Home,45,,11,Louisville,Away,26,
2012,Regular Season,11,November 10 2012,Saturday,19,Texas,Home,33,,,Iowa State,Away,7,
2012,Regular Season,11,November 10 2012,Saturday,15,Texas A&M,Away,29,@,1,Alabama,Home,24,
2012,Regular Season,11,November 10 2012,Saturday,25,Texas Tech,Home,41,,,Kansas,Away,34,
2012,Regular Season,11,November 10 2012,Saturday,,UTSA,Home,31,,,McNeese State,Away,24,
2012,Regular Season,11,November 10 2012,Saturday,,Troy,Home,41,,,Navy,Away,31,
2012,Regular Season,11,November 10 2012,Saturday,,Tulsa,Away,41,@,,Houston,Home,7,
2012,Regular Season,11,November 10 2012,Saturday,17,UCLA,Away,44,@,,Washington State,Home,36,
2012,Regular Season,11,November 10 2012,Saturday,,Vanderbilt,Away,27,@,,Ole Miss,Home,26,
2012,Regular Season,11,November 10 2012,Saturday,,Virginia,Home,41,,,Miami (FL),Away,40,
2012,Regular Season,11,November 10 2012,Saturday,,Washington,Home,34,,,Utah,Away,15,
2012,Regular Season,11,November 10 2012,Saturday,,Wisconsin,Away,62,@,,Indiana,Home,14,
2012,Regular Season,11,November 10 2012,Saturday,,Wyoming,Away,28,@,,New Mexico,Home,23,
2012,Regular Season,12,November 14 2012,Wednesday,,Ball State,Home,52,,,Ohio,Away,27,
2012,Regular Season,12,November 14 2012,Wednesday,,Northern Illinois,Home,31,,,Toledo,Away,24,
2012,Regular Season,12,November 15 2012,Thursday,,North Carolina,Away,37,@,,Virginia,Home,13,
2012,Regular Season,12,November 16 2012,Friday,,Air Force,Home,21,,,Hawaii,Away,7,
2012,Regular Season,12,November 16 2012,Friday,,FIU,Away,34,@,,Florida Atlantic,Home,24,
2012,Regular Season,12,November 17 2012,Saturday,4,Alabama,Home,49,,,Western Carolina,Away,0,
2012,Regular Season,12,November 17 2012,Saturday,,Arizona,Away,34,@,,Utah,Home,24,
2012,Regular Season,12,November 17 2012,Saturday,,Arizona State,Home,46,,,Washington State,Away,7,
2012,Regular Season,12,November 17 2012,Saturday,,Arkansas State,Away,41,@,,Troy,Home,34,
2012,Regular Season,12,November 17 2012,Saturday,,Auburn,Home,51,,,Alabama A&M,Away,7,
2012,Regular Season,12,November 17 2012,Saturday,,Baylor,Home,52,,2,Kansas State,Away,24,
2012,Regular Season,12,November 17 2012,Saturday,,Boise State,Home,42,,,Colorado State,Away,14,
2012,Regular Season,12,November 17 2012,Saturday,,Buffalo,Away,29,@,,UMass,Home,19,
2012,Regular Season,12,November 17 2012,Saturday,,Central Michigan,Home,30,,,Miami (OH),Away,16,
2012,Regular Season,12,November 17 2012,Saturday,11,Clemson,Home,62,,,North Carolina State,Away,48,
2012,Regular Season,12,November 17 2012,Saturday,,East Carolina,Away,28,@,,Tulane,Home,23,
2012,Regular Season,12,November 17 2012,Saturday,,Eastern Michigan,Away,29,@,,Western Michigan,Home,23,
2012,Regular Season,12,November 17 2012,Saturday,7,Florida,Home,23,,,Jacksonville State,Away,0,
2012,Regular Season,12,November 17 2012,Saturday,10,Florida State,Away,41,@,,Maryland,Home,14,
2012,Regular Season,12,November 17 2012,Saturday,5,Georgia,Home,45,,,Georgia Southern,Away,14,
2012,Regular Season,12,November 17 2012,Saturday,,Georgia Tech,Home,42,,,Duke,Away,24,
2012,Regular Season,12,November 17 2012,Saturday,,Iowa State,Away,51,@,,Kansas,Home,23,
2012,Regular Season,12,November 17 2012,Saturday,25,Kent State,Away,31,@,,Bowling Green State,Home,24,
2012,Regular Season,12,November 17 2012,Saturday,,Kentucky,Home,34,,,Samford,Away,3,
2012,Regular Season,12,November 17 2012,Saturday,,Louisiana,Home,31,,,Western Kentucky,Away,27,
2012,Regular Season,12,November 17 2012,Saturday,8,LSU,Home,41,,,Ole Miss,Away,35,
2012,Regular Season,12,November 17 2012,Saturday,,Louisiana-Monroe,Home,42,,,North Texas,Away,16,
2012,Regular Season,12,November 17 2012,Saturday,,Marshall,Home,44,,,Houston,Away,41,
2012,Regular Season,12,November 17 2012,Saturday,,Memphis,Away,46,@,,Alabama-Birmingham,Home,9,
2012,Regular Season,12,November 17 2012,Saturday,,Miami (FL),Home,40,,,South Florida,Away,9,
2012,Regular Season,12,November 17 2012,Saturday,23,Michigan,Home,42,,,Iowa,Away,17,
2012,Regular Season,12,November 17 2012,Saturday,,Middle Tennessee State,Away,20,@,,South Alabama,Home,12,
2012,Regular Season,12,November 17 2012,Saturday,,Mississippi State,Home,45,,,Arkansas,Away,14,
2012,Regular Season,12,November 17 2012,Saturday,,Navy,Home,21,,,Texas State,Away,10,
2012,Regular Season,12,November 17 2012,Saturday,16,Nebraska,Home,38,,,Minnesota,Away,14,
2012,Regular Season,12,November 17 2012,Saturday,,Nevada,Away,31,@,,New Mexico,Home,24,
2012,Regular Season,12,November 17 2012,Saturday,,Northwestern,Away,23,@,,Michigan State,Home,20,
2012,Regular Season,12,November 17 2012,Saturday,3,Notre Dame,Home,38,,,Wake Forest,Away,0,
2012,Regular Season,12,November 17 2012,Saturday,6,Ohio State,Away,21,@,,Wisconsin,Home,14,
2012,Regular Season,12,November 17 2012,Saturday,13,Oklahoma,Away,50,@,,West Virginia,Home,49,
2012,Regular Season,12,November 17 2012,Saturday,,Oklahoma State,Home,59,,23,Texas Tech,Away,21,
2012,Regular Season,12,November 17 2012,Saturday,15,Oregon State,Home,62,,,California,Away,14,
2012,Regular Season,12,November 17 2012,Saturday,,Penn State,Home,45,,,Indiana,Away,22,
2012,Regular Season,12,November 17 2012,Saturday,,Purdue,Away,20,@,,Illinois,Home,17,
2012,Regular Season,12,November 17 2012,Saturday,,Rice,Home,36,,,Southern Methodist,Away,14,
2012,Regular Season,12,November 17 2012,Saturday,22,Rutgers,Away,10,@,,Cincinnati,Home,3,
2012,Regular Season,12,November 17 2012,Saturday,,San Jose State,Home,20,,,Brigham Young,Away,14,
2012,Regular Season,12,November 17 2012,Saturday,12,South Carolina,Home,24,,,Wofford,Away,7,
2012,Regular Season,12,November 17 2012,Saturday,14,Stanford,Away,17,@,1,Oregon,Home,14,
2012,Regular Season,12,November 17 2012,Saturday,,Syracuse,Away,31,@,,Missouri,Home,27,
