Year,GameType,Week,Date,Day,WinnerRank,Winner,Winnerwas,PtsW,HomeAway,LoserRank,Loser,Loserwas,PtsL,Notes
2016,Regular Season,5,September 24 2016,Saturday,,Ohio,Home,37,,,Gardner-Webb,Away,21,Peden Stadium - Athens Ohio
2016,Regular Season,5,September 24 2016,Saturday,,Old Dominion,Home,33,,,UTSA,Away,19,S.B. Ballard Stadium - Norfolk Virginia
2016,Regular Season,5,September 24 2016,Saturday,,Purdue,Home,24,,,Nevada,Away,14,Ross Ade Stadium - West Lafayette Indiana
2016,Regular Season,5,September 24 2016,Saturday,,South Alabama,Home,41,,,Nicholls State,Away,40,Ladd-Peebles Stadium - Mobile Alabama
2016,Regular Season,5,September 24 2016,Saturday,,Southern Mississippi,Away,34,@,,UTEP,Home,7,Sun Bowl Stadium - El Paso Texas
2016,Regular Season,5,September 24 2016,Saturday,7,Stanford,Away,22,@,,UCLA,Home,13,Rose Bowl - Pasadena California
2016,Regular Season,5,September 24 2016,Saturday,,Syracuse,Away,31,@,,UConn,Home,24,Rentschler Field - East Hartford UConn
2016,Regular Season,5,September 24 2016,Saturday,,Temple,Home,48,,,Charlotte,Away,20,Lincoln Financial Field - Philadelphia Pennsylvania
2016,Regular Season,5,September 24 2016,Saturday,14,Tennessee,Home,38,,19,Florida,Away,28,
2016,Regular Season,5,September 24 2016,Saturday,10,Texas A&M,Home,45,,17,Arkansas,Away,24,
2016,Regular Season,5,September 24 2016,Saturday,,Troy,Home,52,,,New Mexico State,Away,6,Veterans Memorial Stadium - Troy Alabama
2016,Regular Season,5,September 24 2016,Saturday,,Tulane,Home,41,,,Louisiana,Away,39,Yulman Stadium - New Orleans Louisiana
2016,Regular Season,5,September 24 2016,Saturday,,Tulsa,Away,48,@,,Fresno State,Home,41,Bulldog Stadium - Fresno California
2016,Regular Season,5,September 24 2016,Saturday,,Vanderbilt,Away,31,@,,Western Kentucky,Home,30,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
2016,Regular Season,5,September 24 2016,Saturday,,Virginia,Home,49,,,Central Michigan,Away,35,Scott Stadium - Charlottesville Virginia
2016,Regular Season,5,September 24 2016,Saturday,,Virginia Tech,Home,54,,,East Carolina,Away,17,Lane Stadium - Blacksburg Virginia
2016,Regular Season,5,September 24 2016,Saturday,,Wake Forest,Away,33,@,,Indiana,Home,28,Memorial Stadium - Bloomington Indiana
2016,Regular Season,5,September 24 2016,Saturday,9,Washington,Away,35,@,,Arizona,Home,28,Arizona Stadium - Tucson Arizona
2016,Regular Season,5,September 24 2016,Saturday,,West Virginia,Home,35,,,Brigham Young,Away,32,FedEx Field - Landover Maryland
2016,Regular Season,5,September 24 2016,Saturday,,Western Illinois,Away,28,@,,Northern Illinois,Home,23,Huskie Stadium - DeKalb Illinois
2016,Regular Season,5,September 24 2016,Saturday,,Western Michigan,Home,49,,,Georgia Southern,Away,31,Waldo Stadium - Kalamazoo Michigan
2016,Regular Season,5,September 24 2016,Saturday,11,Wisconsin,Away,30,@,8,Michigan State,Home,6,
2016,Regular Season,6,September 29 2016,Thursday,6,Houston,Home,42,,,UConn,Away,14,TDECU Stadium - Houston Texas
2016,Regular Season,6,September 29 2016,Thursday,,Texas Tech,Home,55,,,Kansas,Away,19,Jones AT&T Stadium - Lubbock Texas
2016,Regular Season,6,September 30 2016,Friday,,Brigham Young,Home,55,,,Toledo,Away,53,Lavell Edwards Stadium - Provo Utah
2016,Regular Season,6,September 30 2016,Friday,10,Washington,Home,44,,7,Stanford,Away,6,
2016,Regular Season,6,October 1 2016,Saturday,,Air Force,Home,28,,,Navy,Away,14,Falcon Stadium - Colorado Springs Colorado
2016,Regular Season,6,October 1 2016,Saturday,,Akron,Away,31,@,,Kent State,Home,27,Dix Stadium - Kent Ohio
2016,Regular Season,6,October 1 2016,Saturday,1,Alabama,Home,34,,,Kentucky,Away,6,Bryant-Denny Stadium - Tuscaloosa Alabama
2016,Regular Season,6,October 1 2016,Saturday,,Appalachian State,Home,17,,,Georgia State,Away,3,Kidd Brewer Stadium - Boone North Carolina
2016,Regular Season,6,October 1 2016,Saturday,20,Arkansas,Home,52,,,Alcorn State,Away,10,War Memorial Stadium - Little Rock Arkansas
2016,Regular Season,6,October 1 2016,Saturday,,Auburn,Home,58,,,Louisiana-Monroe,Away,7,Jordan Hare Stadium - Auburn Alabama
2016,Regular Season,6,October 1 2016,Saturday,13,Baylor,Away,45,@,,Iowa State,Home,42,Jack Trice Stadium - Ames Iowa
2016,Regular Season,6,October 1 2016,Saturday,24,Boise State,Home,21,,,Utah State,Away,10,Albertsons Stadium - Boise Idaho
2016,Regular Season,6,October 1 2016,Saturday,,Boston College,Home,35,,,Buffalo,Away,3,Alumni Stadium - Chestnut Hill UMass
2016,Regular Season,6,October 1 2016,Saturday,,California,Home,28,,18,Utah,Away,23,Memorial Stadium - Berkeley California
2016,Regular Season,6,October 1 2016,Saturday,,UCF,Away,47,@,,East Carolina,Home,29,Dowdy-Ficklen Stadium - Greenville North Carolina
2016,Regular Season,6,October 1 2016,Saturday,5,Clemson,Home,42,,3,Louisville,Away,36,
2016,Regular Season,6,October 1 2016,Saturday,,Colorado,Home,47,,,Oregon State,Away,6,Folsom Field - Boulder Colorado
2016,Regular Season,6,October 1 2016,Saturday,,Eastern Michigan,Away,28,@,,Bowling Green State,Home,25,Doyt L. Perry Stadium - Bowling Green Ohio
2016,Regular Season,6,October 1 2016,Saturday,23,Florida,Away,13,@,,Vanderbilt,Home,6,Vanderbilt Stadium - Nashville Tennessee
2016,Regular Season,6,October 1 2016,Saturday,,FIU,Home,33,,,Florida Atlantic,Away,31,FIU Stadium - Miami (FL)orida
2016,Regular Season,6,October 1 2016,Saturday,,Hawaii,Home,38,,,Nevada,Away,17,Hawaiian Tel Federal Credit Union Field at Aloha Stadium - Honolulu Hawaii
2016,Regular Season,6,October 1 2016,Saturday,,Indiana,Home,24,,17,Michigan State,Away,21,Memorial Stadium - Bloomington Indiana
2016,Regular Season,6,October 1 2016,Saturday,,LSU,Home,42,,,Missouri,Away,7,Tiger Stadium - Baton Rouge Louisiana
2016,Regular Season,6,October 1 2016,Saturday,,Louisiana Tech,Home,28,,,UTEP,Away,7,Joe Aillet Stadium - Ruston Louisiana
2016,Regular Season,6,October 1 2016,Saturday,,Maryland,Home,50,,,Purdue,Away,7,Maryland Stadium - College Park Maryland
2016,Regular Season,6,October 1 2016,Saturday,14,Miami (FL),Away,35,@,,Georgia Tech,Home,21,Bobby Dodd Stadium - Atlanta Georgia
2016,Regular Season,6,October 1 2016,Saturday,4,Michigan,Home,14,,8,Wisconsin,Away,7,
2016,Regular Season,6,October 1 2016,Saturday,,Middle Tennessee State,Away,30,@,,North Texas,Home,13,Apogee Stadium - Denton Texas
2016,Regular Season,6,October 1 2016,Saturday,16,Ole Miss,Home,48,,,Memphis,Away,28,Vaught-Hemingway Stadium - Oxford Mississippi
2016,Regular Season,6,October 1 2016,Saturday,15,Nebraska,Home,31,,,Illinois,Away,16,Memorial Stadium - Lincoln Nebraska
2016,Regular Season,6,October 1 2016,Saturday,,UNLV,Home,45,,,Fresno State,Away,20,Sam Boyd Stadium - Las Vegas Nevada
2016,Regular Season,6,October 1 2016,Saturday,,New Mexico,Home,48,,,San Jose State,Away,41,University Stadium - Albuquerque New Mexico
2016,Regular Season,6,October 1 2016,Saturday,,New Mexico State,Home,37,,,Louisiana,Away,31,Aggie Memorial Stadium - Las Cruces New Mexico
2016,Regular Season,6,October 1 2016,Saturday,,North Carolina,Away,37,@,12,Florida State,Home,35,Doak Campbell Stadium - Tallahassee Florida
2016,Regular Season,6,October 1 2016,Saturday,,North Carolina State,Home,33,,,Wake Forest,Away,16,Carter Finley Stadium - Raleigh North Carolina
2016,Regular Season,6,October 1 2016,Saturday,,Northern Illinois,Away,31,@,,Ball State,Home,24,Scheumann Stadium - Muncie Indiana
2016,Regular Season,6,October 1 2016,Saturday,,Northwestern,Away,38,@,,Iowa,Home,31,Kinnick Stadium - Iowa City Iowa
2016,Regular Season,6,October 1 2016,Saturday,,Notre Dame,Home,50,,,Syracuse,Away,33,MetLife Stadium - East Rutherford New Jersey
2016,Regular Season,6,October 1 2016,Saturday,,Ohio,Away,17,@,,Miami (OH),Home,7,Fred Yager Stadium - Oxford Ohio
2016,Regular Season,6,October 1 2016,Saturday,2,Ohio State,Home,58,,,Rutgers,Away,0,Ohio Stadium - Columbus Ohio
2016,Regular Season,6,October 1 2016,Saturday,,Oklahoma,Away,52,@,21,Texas Christian,Home,46,Amon G. Carter Stadium - Fort Worth Texas
2016,Regular Season,6,October 1 2016,Saturday,,Oklahoma State,Home,49,,22,Texas,Away,31,Boone Pickens Stadium - Stillwater Oklahoma
2016,Regular Season,6,October 1 2016,Saturday,,Old Dominion,Away,52,@,,Charlotte,Home,17,Jerry Richardson Stadium - Charlotte North Carolina
2016,Regular Season,6,October 1 2016,Saturday,,Penn State,Home,29,,,Minnesota,Away,26,Beaver Stadium - University Park Pennsylvania
2016,Regular Season,6,October 1 2016,Saturday,,Pittsburgh,Home,43,,,Marshall,Away,27,Heinz Field - Pittsburgh Pennsylvania
2016,Regular Season,6,October 1 2016,Saturday,,South Alabama,Home,42,,19,San Diego State,Away,24,Ladd-Peebles Stadium - Mobile Alabama
2016,Regular Season,6,October 1 2016,Saturday,,South Florida,Away,45,@,,Cincinnati,Home,20,Nippert Stadium - Cincinnati Ohio
2016,Regular Season,6,October 1 2016,Saturday,,Southern California,Home,41,,,Arizona State,Away,20,Los Angeles Memorial Coliseum - Los Angeles California
2016,Regular Season,6,October 1 2016,Saturday,,Southern Mississippi,Home,44,,,Rice,Away,28,M.M. Roberts Stadium - Hattiesburg Mississippi
2016,Regular Season,6,October 1 2016,Saturday,,Temple,Home,45,,,Southern Methodist,Away,20,Lincoln Financial Field - Philadelphia Pennsylvania
2016,Regular Season,6,October 1 2016,Saturday,11,Tennessee,Away,34,@,25,Georgia,Home,31,
2016,Regular Season,6,October 1 2016,Saturday,9,Texas A&M,Away,24,@,,South Carolina,Home,13,Williams-Brice Stadium - Columbia South Carolina
2016,Regular Season,6,October 1 2016,Saturday,,Texas State,Home,48,,,Incarnate Word,Away,17,Bobcat Stadium - San Marcos Texas
2016,Regular Season,6,October 1 2016,Saturday,,Troy,Away,34,@,,Idaho,Home,13,Kibbie Dome - Moscow Idaho
2016,Regular Season,6,October 1 2016,Saturday,,Tulane,Away,31,@,,UMass,Home,24,Warren McGuirk Alumni Stadium - Amherst UMass
2016,Regular Season,6,October 1 2016,Saturday,,UCLA,Home,45,,,Arizona,Away,24,Rose Bowl - Pasadena California
2016,Regular Season,6,October 1 2016,Saturday,,Virginia,Away,34,@,,Duke,Home,20,Wallace Wade Stadium - Durham North Carolina
2016,Regular Season,6,October 1 2016,Saturday,,Washington State,Home,51,,,Oregon,Away,33,Martin Stadium - Pullman Washington
2016,Regular Season,6,October 1 2016,Saturday,,West Virginia,Home,17,,,Kansas State,Away,16,Milan Puskar Stadium - Morgantown West Virginia
2016,Regular Season,6,October 1 2016,Saturday,,Western Kentucky,Home,50,,,Houston Baptist,Away,3,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
2016,Regular Season,6,October 1 2016,Saturday,,Western Michigan,Away,49,@,,Central Michigan,Home,10,Kelly/Shorts Stadium - Mount Pleasant Michigan
2016,Regular Season,6,October 1 2016,Saturday,,Wyoming,Away,38,@,,Colorado State,Home,17,Sonny Lubick Field at Hughes Stadium - Fort Collins Colorado
2016,Regular Season,7,October 5 2016,Wednesday,,Arkansas State,Home,27,,,Georgia Southern,Away,26,Centennial Bank Stadium - Jonesboro Arkansas
2016,Regular Season,7,October 6 2016,Thursday,,Louisiana Tech,Home,55,,,Western Kentucky,Away,52,Joe Aillet Stadium - Ruston Louisiana
2016,Regular Season,7,October 6 2016,Thursday,,Memphis,Home,34,,,Temple,Away,27,Liberty Bowl Memorial Stadium - Memphis Tennessee
2016,Regular Season,7,October 7 2016,Friday,19,Boise State,Away,49,@,,New Mexico,Home,21,University Stadium - Albuquerque New Mexico
2016,Regular Season,7,October 7 2016,Friday,3,Clemson,Away,56,@,,Boston College,Home,10,Alumni Stadium - Chestnut Hill UMass
2016,Regular Season,7,October 7 2016,Friday,,Old Dominion,Home,36,,,UMass,Away,16,S.B. Ballard Stadium - Norfolk Virginia
2016,Regular Season,7,October 7 2016,Friday,,Tulsa,Home,43,,,Southern Methodist,Away,40,Skelly Field at H.A. Chapman Stadium - Tulsa Oklahoma
2016,Regular Season,7,October 8 2016,Saturday,,Akron,Home,35,,,Miami (OH),Away,13,InfoCision Stadium - Akron Ohio
2016,Regular Season,7,October 8 2016,Saturday,1,Alabama,Away,49,@,16,Arkansas,Home,30,
2016,Regular Season,7,October 8 2016,Saturday,,Arizona State,Home,23,,,UCLA,Away,20,Sun Devil Stadium - Tempe Arizona
2016,Regular Season,7,October 8 2016,Saturday,,Auburn,Away,38,@,,Mississippi State,Home,14,Davis Wade Stadium - Starkville Mississippi
2016,Regular Season,7,October 8 2016,Saturday,,Brigham Young,Away,31,@,,Michigan State,Home,14,Spartan Stadium - East Lansing Michigan
2016,Regular Season,7,October 8 2016,Saturday,,Central Michigan,Home,24,,,Ball State,Away,21,Kelly/Shorts Stadium - Mount Pleasant Michigan
2016,Regular Season,7,October 8 2016,Saturday,,Colorado State,Home,31,,,Utah State,Away,24,Sonny Lubick Field at Hughes Stadium - Fort Collins Colorado
2016,Regular Season,7,October 8 2016,Saturday,,UConn,Home,20,,,Cincinnati,Away,9,Rentschler Field - East Hartford UConn
2016,Regular Season,7,October 8 2016,Saturday,,Duke,Home,13,,,Army,Away,6,Wallace Wade Stadium - Durham North Carolina
2016,Regular Season,7,October 8 2016,Saturday,,FIU,Away,35,@,,UTEP,Home,21,Sun Bowl Stadium - El Paso Texas
2016,Regular Season,7,October 8 2016,Saturday,23,Florida State,Away,20,@,10,Miami (FL),Home,19,
2016,Regular Season,7,October 8 2016,Saturday,,Georgia State,Home,41,,,Texas State,Away,21,Georgia Dome - Atlanta Georgia
2016,Regular Season,7,October 8 2016,Saturday,,Hawaii,Away,34,@,,San Jose State,Home,17,CEFCU Stadium - San Jose California
2016,Regular Season,7,October 8 2016,Saturday,,Idaho,Away,34,@,,Louisiana-Monroe,Home,31,Malone Stadium - Monroe Louisiana
2016,Regular Season,7,October 8 2016,Saturday,,Iowa,Away,14,@,,Minnesota,Home,7,TCF Bank Stadium - Minneapolis Minnesota
2016,Regular Season,7,October 8 2016,Saturday,,Kansas State,Home,44,,,Texas Tech,Away,38,Bill Snyder Family Football Stadium - Manhattan Kansas
2016,Regular Season,7,October 8 2016,Saturday,,Kent State,Away,44,@,,Buffalo,Home,20,University of Buffalo Stadium - Buffalo New York
2016,Regular Season,7,October 8 2016,Saturday,,Kentucky,Home,20,,,Vanderbilt,Away,13,Commonwealth Stadium - Lexington Kentucky
2016,Regular Season,7,October 8 2016,Saturday,4,Michigan,Away,78,@,,Rutgers,Home,0,High Points Solutions Stadium - Piscataway New Jersey
2016,Regular Season,7,October 8 2016,Saturday,,Navy,Home,46,,6,Houston,Away,40,Navy Marine Corps Memorial Stadium - Annapolis Maryland
2016,Regular Season,7,October 8 2016,Saturday,,Nevada,Home,27,,,Fresno State,Away,22,MacKay Stadium - Reno Nevada
2016,Regular Season,7,October 8 2016,Saturday,,North Carolina State,Home,10,,,Notre Dame,Away,3,Carter Finley Stadium - Raleigh North Carolina
2016,Regular Season,7,October 8 2016,Saturday,,North Texas,Home,38,,,Marshall,Away,21,Apogee Stadium - Denton Texas
2016,Regular Season,7,October 8 2016,Saturday,,Ohio,Home,30,,,Bowling Green State,Away,24,Peden Stadium - Athens Ohio
2016,Regular Season,7,October 8 2016,Saturday,2,Ohio State,Home,38,,,Indiana,Away,17,Ohio Stadium - Columbus Ohio
2016,Regular Season,7,October 8 2016,Saturday,20,Oklahoma,Home,45,,,Texas,Away,40,Cotton Bowl Stadium - Dallas Texas
2016,Regular Season,7,October 8 2016,Saturday,,Oklahoma State,Home,38,,,Iowa State,Away,31,Boone Pickens Stadium - Stillwater Oklahoma
2016,Regular Season,7,October 8 2016,Saturday,,Oregon State,Home,47,,,California,Away,44,Reser Stadium - Corvallis Oregon
2016,Regular Season,7,October 8 2016,Saturday,,Penn State,Home,38,,,Maryland,Away,14,Beaver Stadium - University Park Pennsylvania
2016,Regular Season,7,October 8 2016,Saturday,,Pittsburgh,Home,37,,,Georgia Tech,Away,34,Heinz Field - Pittsburgh Pennsylvania
2016,Regular Season,7,October 8 2016,Saturday,,Purdue,Away,34,@,,Illinois,Home,31,Memorial Stadium - Champaign Illinois
2016,Regular Season,7,October 8 2016,Saturday,,San Diego State,Home,26,,,UNLV,Away,7,Qualcomm Stadium - San Diego California
2016,Regular Season,7,October 8 2016,Saturday,,South Florida,Home,38,,,East Carolina,Away,22,Raymond James Stadium - Tampa Florida
2016,Regular Season,7,October 8 2016,Saturday,,Southern California,Home,21,,21,Colorado,Away,17,Los Angeles Memorial Coliseum - Los Angeles California
2016,Regular Season,7,October 8 2016,Saturday,8,Texas A&M,Home,45,,9,Tennessee,Away,38,
2016,Regular Season,7,October 8 2016,Saturday,,Texas Christian,Away,24,@,,Kansas,Home,23,Memorial Stadium - Lawrence Kansas
2016,Regular Season,7,October 8 2016,Saturday,,UTSA,Home,55,,,Southern Mississippi,Away,32,Alamodome - San Antonio Texas
2016,Regular Season,7,October 8 2016,Saturday,,Toledo,Away,35,@,,Eastern Michigan,Home,20,Rynearson Stadium - Ypsilanti Michigan
2016,Regular Season,7,October 8 2016,Saturday,24,Utah,Home,36,,,Arizona,Away,23,Rice-Eccles Stadium - Salt Lake City Utah
2016,Regular Season,7,October 8 2016,Saturday,25,Virginia Tech,Away,34,@,17,North Carolina,Home,3,
2016,Regular Season,7,October 8 2016,Saturday,,Wake Forest,Home,28,,,Syracuse,Away,9,BB&T Field - Winston-Salem North Carolina
2016,Regular Season,7,October 8 2016,Saturday,5,Washington,Away,70,@,,Oregon,Home,21,Autzen Stadium - Eugene Oregon
2016,Regular Season,7,October 8 2016,Saturday,,Washington State,Away,42,@,15,Stanford,Home,16,Stanford Stadium - Stanford California
2016,Regular Season,7,October 8 2016,Saturday,,Western Michigan,Home,45,,,Northern Illinois,Away,30,Waldo Stadium - Kalamazoo Michigan
2016,Regular Season,7,October 8 2016,Saturday,,Wyoming,Home,35,,,Air Force,Away,26,War Memorial Stadium - Laramie Wyoming
2016,Regular Season,7,October 9 2016,Sunday,,Charlotte,Away,28,@,,Florida Atlantic,Home,23,FAU Football Stadium - Boca Raton Florida
2016,Regular Season,7,October 9 2016,Sunday,,Georgia,Away,28,@,,South Carolina,Home,14,Williams-Brice Stadium - Columbia South Carolina
2016,Regular Season,8,October 12 2016,Wednesday,,Appalachian State,Away,24,@,,Louisiana,Home,0,Cajun Field - Lafayette Louisiana
2016,Regular Season,8,October 14 2016,Friday,,Brigham Young,Home,28,,,Mississippi State,Away,21,Lavell Edwards Stadium - Provo Utah
2016,Regular Season,8,October 14 2016,Friday,7,Louisville,Home,24,,,Duke,Away,14,Papa John's Cardinal Stadium - Louisville Kentucky
2016,Regular Season,8,October 14 2016,Friday,,Memphis,Away,24,@,,Tulane,Home,14,Yulman Stadium - New Orleans Louisiana
2016,Regular Season,8,October 14 2016,Friday,,San Diego State,Away,17,@,,Fresno State,Home,3,Bulldog Stadium - Fresno California
2016,Regular Season,8,October 15 2016,Saturday,1,Alabama,Away,49,@,9,Tennessee,Home,10,
2016,Regular Season,8,October 15 2016,Saturday,22,Arkansas,Home,34,,12,Ole Miss,Away,30,
2016,Regular Season,8,October 15 2016,Saturday,,Arkansas State,Home,17,,,South Alabama,Away,7,Centennial Bank Stadium - Jonesboro Arkansas
2016,Regular Season,8,October 15 2016,Saturday,,Army,Home,62,,,Lafayette,Away,7,Michie Stadium - West Point New York
2016,Regular Season,8,October 15 2016,Saturday,,Ball State,Away,31,@,,Buffalo,Home,21,University of Buffalo Stadium - Buffalo New York
2016,Regular Season,8,October 15 2016,Saturday,11,Baylor,Home,49,,,Kansas,Away,7,McLane Stadium - Waco Texas
2016,Regular Season,8,October 15 2016,Saturday,15,Boise State,Home,28,,,Colorado State,Away,23,Albertsons Stadium - Boise Idaho
2016,Regular Season,8,October 15 2016,Saturday,,Central Michigan,Away,34,@,,Northern Illinois,Home,28,Huskie Stadium - DeKalb Illinois
2016,Regular Season,8,October 15 2016,Saturday,3,Clemson,Home,24,,,North Carolina State,Away,17,Clemson Memorial Stadium - Clemson South Carolina
2016,Regular Season,8,October 15 2016,Saturday,,Colorado,Home,40,,,Arizona State,Away,16,Folsom Field - Boulder Colorado
2016,Regular Season,8,October 15 2016,Saturday,,Eastern Michigan,Away,27,@,,Ohio,Home,20,Peden Stadium - Athens Ohio
2016,Regular Season,8,October 15 2016,Saturday,18,Florida,Home,40,,,Missouri,Away,14,Ben Hill Griffin Stadium - Gainesville Florida
2016,Regular Season,8,October 15 2016,Saturday,,FIU,Away,27,@,,Charlotte,Home,26,Jerry Richardson Stadium - Charlotte North Carolina
2016,Regular Season,8,October 15 2016,Saturday,14,Florida State,Home,17,,,Wake Forest,Away,6,Doak Campbell Stadium - Tallahassee Florida
2016,Regular Season,8,October 15 2016,Saturday,,Georgia Tech,Home,35,,,Georgia Southern,Away,24,Bobby Dodd Stadium - Atlanta Georgia
2016,Regular Season,8,October 15 2016,Saturday,13,Houston,Home,38,,,Tulsa,Away,31,TDECU Stadium - Houston Texas
2016,Regular Season,8,October 15 2016,Saturday,,Idaho,Home,55,,,New Mexico State,Away,23,Kibbie Dome - Moscow Idaho
2016,Regular Season,8,October 15 2016,Saturday,,Illinois,Away,24,@,,Rutgers,Home,7,High Points Solutions Stadium - Piscataway New Jersey
2016,Regular Season,8,October 15 2016,Saturday,,Iowa,Away,49,@,,Purdue,Home,35,Ross Ade Stadium - West Lafayette Indiana
2016,Regular Season,8,October 15 2016,Saturday,,LSU,Home,45,,,Southern Mississippi,Away,10,Tiger Stadium - Baton Rouge Louisiana
2016,Regular Season,8,October 15 2016,Saturday,,Louisiana Tech,Away,56,@,,UMass,Home,28,Gillette Stadium - Foxborough UMass
2016,Regular Season,8,October 15 2016,Saturday,,Louisiana-Monroe,Home,40,,,Texas State,Away,34,Malone Stadium - Monroe Louisiana
2016,Regular Season,8,October 15 2016,Saturday,,Marshall,Home,27,,,Florida Atlantic,Away,21,Joan C. Edwards Stadium - Huntington West Virginia
2016,Regular Season,8,October 15 2016,Saturday,,Miami (OH),Home,18,,,Kent State,Away,14,Fred Yager Stadium - Oxford Ohio
2016,Regular Season,8,October 15 2016,Saturday,,Minnesota,Away,31,@,,Maryland,Home,10,Maryland Stadium - College Park Maryland
2016,Regular Season,8,October 15 2016,Saturday,10,Nebraska,Away,27,@,,Indiana,Home,22,Memorial Stadium - Bloomington Indiana
2016,Regular Season,8,October 15 2016,Saturday,,UNLV,Away,41,@,,Hawaii,Home,38,Hawaiian Tel Federal Credit Union Field at Aloha Stadium - Honolulu Hawaii
2016,Regular Season,8,October 15 2016,Saturday,,New Mexico,Home,45,,,Air Force,Away,40,Cotton Bowl Stadium - Dallas Texas
2016,Regular Season,8,October 15 2016,Saturday,,North Carolina,Away,20,@,16,Miami (FL),Home,13,Hard Rock Stadium - Miami Gardens Florida
2016,Regular Season,8,October 15 2016,Saturday,,Northwestern,Away,54,@,,Michigan State,Home,40,Spartan Stadium - East Lansing Michigan
2016,Regular Season,8,October 15 2016,Saturday,2,Ohio State,Away,30,@,8,Wisconsin,Home,23,
2016,Regular Season,8,October 15 2016,Saturday,19,Oklahoma,Home,38,,,Kansas State,Away,17,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
2016,Regular Season,8,October 15 2016,Saturday,,Pittsburgh,Away,45,@,,Virginia,Home,31,Scott Stadium - Charlottesville Virginia
2016,Regular Season,8,October 15 2016,Saturday,,San Jose State,Home,14,,,Nevada,Away,10,CEFCU Stadium - San Jose California
2016,Regular Season,8,October 15 2016,Saturday,,South Florida,Home,42,,,UConn,Away,27,Raymond James Stadium - Tampa Florida
2016,Regular Season,8,October 15 2016,Saturday,,Southern California,Away,48,@,,Arizona,Home,14,Arizona Stadium - Tucson Arizona
2016,Regular Season,8,October 15 2016,Saturday,,Stanford,Away,17,@,,Notre Dame,Home,10,Notre Dame Stadium - South Bend Indiana
2016,Regular Season,8,October 15 2016,Saturday,,Syracuse,Home,31,,17,Virginia Tech,Away,17,Carrier Dome - Syracuse New York
2016,Regular Season,8,October 15 2016,Saturday,,Temple,Away,26,@,,UCF,Home,25,Bright House Networks Stadium - Orlando Florida
2016,Regular Season,8,October 15 2016,Saturday,,Texas,Home,27,,,Iowa State,Away,6,Darrell K Royal-Texas Memorial Stadium - Austin Texas
2016,Regular Season,8,October 15 2016,Saturday,,UTSA,Away,14,@,,Rice,Home,13,Rice Stadium - Houston Texas
2016,Regular Season,8,October 15 2016,Saturday,,Toledo,Home,42,,,Bowling Green State,Away,35,Glass Bowl - Toledo Ohio
2016,Regular Season,8,October 15 2016,Saturday,,Troy,Home,31,,,Georgia State,Away,21,Veterans Memorial Stadium - Troy Alabama
2016,Regular Season,8,October 15 2016,Saturday,21,Utah,Away,19,@,,Oregon State,Home,14,Reser Stadium - Corvallis Oregon
2016,Regular Season,8,October 15 2016,Saturday,,Vanderbilt,Away,17,@,,Georgia,Home,16,Sanford Stadium - Athens Georgia
2016,Regular Season,8,October 15 2016,Saturday,,Washington State,Home,27,,,UCLA,Away,21,Martin Stadium - Pullman Washington
2016,Regular Season,8,October 15 2016,Saturday,20,West Virginia,Away,48,@,,Texas Tech,Home,17,Jones AT&T Stadium - Lubbock Texas
2016,Regular Season,8,October 15 2016,Saturday,,Western Kentucky,Away,44,@,,Middle Tennessee State,Home,43,"Johnny ""Red"" Floyd Stadium - Murfreesboro Tennessee"
2016,Regular Season,8,October 15 2016,Saturday,24,Western Michigan,Away,41,@,,Akron,Home,0,InfoCision Stadium - Akron Ohio
2016,Regular Season,9,October 20 2016,Thursday,14,Boise State,Home,28,,,Brigham Young,Away,27,Albertsons Stadium - Boise Idaho
2016,Regular Season,9,October 20 2016,Thursday,,Troy,Away,28,@,,South Alabama,Home,21,Ladd-Peebles Stadium - Mobile Alabama
2016,Regular Season,9,October 20 2016,Thursday,,Virginia Tech,Home,37,,,Miami (FL),Away,16,Lane Stadium - Blacksburg Virginia
2016,Regular Season,9,October 21 2016,Friday,,California,Home,52,,,Oregon,Away,49,Memorial Stadium - Berkeley California
2016,Regular Season,9,October 21 2016,Friday,,San Diego State,Home,42,,,San Jose State,Away,3,Qualcomm Stadium - San Diego California
2016,Regular Season,9,October 21 2016,Friday,,Temple,Home,46,,,South Florida,Away,30,Lincoln Financial Field - Philadelphia Pennsylvania
2016,Regular Season,9,October 22 2016,Saturday,,Akron,Away,35,@,,Ball State,Home,25,Scheumann Stadium - Muncie Indiana
2016,Regular Season,9,October 22 2016,Saturday,1,Alabama,Home,33,,6,Texas A&M,Away,14,
2016,Regular Season,9,October 22 2016,Saturday,,Appalachian State,Home,37,,,Idaho,Away,19,Kidd Brewer Stadium - Boone North Carolina
2016,Regular Season,9,October 22 2016,Saturday,21,Auburn,Home,56,,17,Arkansas,Away,3,
2016,Regular Season,9,October 22 2016,Saturday,,UCF,Away,24,@,,UConn,Home,16,Rentschler Field - East Hartford UConn
2016,Regular Season,9,October 22 2016,Saturday,,Charlotte,Away,27,@,,Marshall,Home,24,Joan C. Edwards Stadium - Huntington West Virginia
2016,Regular Season,9,October 22 2016,Saturday,,Cincinnati,Home,31,,,East Carolina,Away,19,Nippert Stadium - Cincinnati Ohio
